-0.0,0.0,-0.0
-0.0015915035126207358,-0.023693139561230314,2.0311760249108243e-18
-0.006059503175125839,-0.09479787231852943,1.2721647591202285e-18
-0.013801119434278699,-0.2132862193769136,-1.4826505396829735e-19
-0.025213472736842702,-0.37913020184139906,-1.0134467095125854e-19
-0.04072729034347121,-0.5922986306846929,-8.837071611228564e-20
-0.06094168064264102,-0.8527435129356072,5.1108061764319955e-18
-0.08655104176656782,-1.1604035829342498,-1.3523393425034039e-17
-0.11832753041419211,-1.5152034113259825,-3.916551021005841e-16
-0.15710209784029486,-1.9170528768392472,4.460374500466344e-17
-0.2037456047573685,-2.3658471916713437,-1.5191187526548894e-17
-0.25915065676689064,-2.8614674398929263,-4.582597926775064e-16
-0.32421485937601274,-3.403781653686543,9.812895264002682e-18
-0.39982590352205105,-3.9926463713739087,2.610842854705571e-16
-0.48684869713125445,-4.627908587357685,5.927280205564825e-17
-0.5861146229192805,-5.309407992417249,3.485064732545172e-16
-0.6984128539230108,-6.036979395314924,-1.642721118547321e-17
-0.824483586226119,-6.810455225901722,-1.3868976571877354e-18
-0.965012949182257,-7.629668033149757,-3.4324709166608104e-21
-1.1206293647685992,-8.494452911740678,-4.0243083664149945e-21
-1.2919010326178357,-9.404649813974682,-9.33086378272408e-19
-1.4793342900106523,-10.360105723272667,-4.871309039492852e-16
-1.6833725525629903,-11.360676686563988,-4.2727179260277956e-16
-1.9043955699611523,-12.406229720442793,3.31245705766976e-17
-2.1427187486919084,-13.496644619151304,-6.631078753135238e-20
-2.3985922835069524,-14.631815709165922,-3.0353031845956254e-18
-2.6721998582017727,-15.81165360368384,6.020988493966384e-20
-2.963656645428751,-17.036087026900894,-1.2748326984084264e-18
-3.2730063197295394,-18.30506478897037,6.014328669075525e-17
-3.600216734035714,-19.618558013245707,-4.829289946611439e-20
-3.945173831789011,-20.976562739459993,-2.746618678266363e-23
-4.307673227711707,-22.37910306206609,-2.8551094922766014e-27
-4.687408696336104,-23.82623500881335,-2.6561515881936506e-31
-5.083956495009064,-25.318051436652432,-9.51458409501317e-34
-5.496754045649561,-26.854688548764006,-3.6934100762258098e-37
-5.923679209710047,-28.431212094344428,3.2336460803427893e-41
-6.345753487159606,-29.98177027501584,8.010601511021051e-45
-6.756182023401953,-31.486271195180418,-1.3503234073918119e-48
-7.153815701935313,-32.945030834517375,-5.3563425857686984e-52
-7.537610565662078,-34.358332966594055,-8.408345972351172e-56
-7.906607910654703,-35.72643498851625,-1.686797120149061e-60
-8.259916372134974,-37.04957053571334,3.837496817049725e-63
-8.596695792432772,-38.32795159041264,1.8943606217586658e-66
-8.916142045916057,-39.56177010295659,1.2829832718501963e-64
-9.21747201443205,-40.75119911053768,1.817308401717525e-63
-9.499907837786209,-41.89639329118908,-1.018837768770749e-57
-9.762659385787536,-42.997488820593766,-4.520931307441445e-54
-10.004903565630604,-44.05460228656789,-1.264827581148619e-50
-10.22575850611286,-45.067828224556216,-2.4913703422667405e-47
-10.424249691764059,-46.03723449637768,-3.0018455150897793e-44
-10.59926346464231,-46.96285409900136,1.775898836223379e-42
-10.749480413220978,-47.844670749959974,1.1474491266740907e-37
-10.873275927570178,-48.68259304987942,4.012157126621152e-34
-10.968565360670075,-49.47640648585816,1.0056303802940217e-30
-11.032551988349075,-50.225679669001885,8.19597722501956e-28
-11.061296815717231,-50.929569701201046,-1.8532367340784882e-23
-11.04907634563193,-51.595287049551295,3.0398450839104824e-21
-11.021949975398044,-52.29291322812502,-4.180887913990286e-16
-10.99844084533298,-53.03819278095202,-4.857613736811744e-16
-10.977298044773466,-53.831057776353155,-6.356133575429052e-17
-10.957660612447109,-54.671471542788545,5.772894228978416e-16
-10.938866458414969,-55.55941201847787,-2.0897022158149578e-19
-10.92036177353684,-56.49486448591237,5.605664587766601e-19
-10.901652386064663,-57.47781800691852,8.166627740936667e-17
-10.882275086048512,-58.508263453069475,-1.7938601152879372e-17
-10.861779252910184,-59.58619228502701,4.75674640045653e-18
-10.839714096638724,-60.71159569906001,2.3920551573758784e-18
-10.815619044099956,-61.884463950253114,-6.2471726686721084e-18
-10.789015872782063,-63.10478574700899,3.575569789409171e-20
